Ano,Mes,Mes_txt,Produto,Descricao,Orçado,Realizado,Var_pct,Var_rs
2023,3,Mar,1820202,1820202 - RENDAS CHEQUE CONFIANCA,19203.58,21717.82,13.0925587833102,2514.24
2023,3,Mar,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,18839.92,22331.38,18.5322442982773,3491.46
2023,3,Mar,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2023,3,Mar,1820205,1820205 - RENDAS CONTA GARANTIDA,25312.49,67421.97,166.358505228051,42109.48
2023,3,Mar,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,65565.25,70119.64,6.94634734100763,4554.39
2023,3,Mar,1820207,1820207 - RENDAS CONSIGNADO,419417.07,464836.91,10.8292778832297,45419.84
2023,3,Mar,1820208,1820208 - RENDAS MICROCREDITO,3505.77,4533.02,29.3016940643568,1027.25
2023,3,Mar,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2023,3,Mar,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2023,3,Mar,1820211,1820211 - RENDAS CREDITO PESSOAL,147015.4,151995.4,3.38740023154036,4980
2023,3,Mar,1820212,1820212 - RENDAS CAPITAL DE GIRO,339044.59,424937.84,25.3339096193807,85893.25
2023,3,Mar,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2023,3,Mar,1820214,1820214 - RENDAS CARTAO VISA,49297.81,42999.4,-12.7762470584393,-6298.41
2023,3,Mar,1820215,1820215 - RENDAS CARTAO BANESCARD,9527.85,30318.95,218.213972722073,20791.1
2023,3,Mar,1820216,1820216 - RENDAS TITULOS DESCONTADOS,18516.41,6704.71,-63.7904431798604,-11811.7
2023,3,Mar,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2023,3,Mar,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2023,3,Mar,1820219,1820219 - RENDAS F. BENS,5499.42,4363.68,-20.6519960286721,-1135.74
2023,3,Mar,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2023,3,Mar,1820222,1820222 - RENDAS F. IMOBILIARIOS,81839.97,81504.78,-0.409567598815108,-335.190000000002
2023,3,Mar,1820223,1820223 - RENDAS LEASING,0,0,0,0
2023,3,Mar,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2023,3,Mar,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2023,3,Mar,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2023,3,Mar,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,54047.31,0,54047.31
2023,4,Abr,18201,18201 - SALDO DA CARTEIRA DE CREDITO,77894645.31016,82585530.01,6.02208878564359,4690884.69983999
2023,4,Abr,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,19850.48016,51560.78,159.745757202883,31710.29984
2023,4,Abr,1820102,1820102 - CHEQUE CONFIANCA,226321.96,367855.66,62.5364414482801,141533.7
2023,4,Abr,1820103,1820103 - CHEQUE ESPECIAL BANESTES,201438.85,257755.65,27.9572684216575,56316.8
2023,4,Abr,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2023,4,Abr,1820105,1820105 - CONTA GARANTIDA,1293460.46,2428159.67,87.7258520913736,1134699.21
2023,4,Abr,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,4697065.97,4139504.47,-11.870420887446,-557561.5
2023,4,Abr,1820107,1820107 - CONSIGNADO,31877274.36,34038187.52,6.77885171610388,2160913.16
2023,4,Abr,1820108,1820108 - MICROCREDITO,271945.05,371911.67,36.7598601261542,99966.62
2023,4,Abr,1820109,1820109 - VENDOR,0,0,0,0
2023,4,Abr,1820110,1820110 - COMPROR,0,0,0,0
2023,4,Abr,1820111,1820111 - CREDITO PESSOAL,4231070.52,4762400.54,12.5578152736627,531330.020000001
2023,4,Abr,1820112,1820112 - CAPITAL DE GIRO,21992118.8,23659618.65,7.58226101434119,1667499.85
2023,4,Abr,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2023,4,Abr,1820114,1820114 - CARTAO VISA,685945.6,681709.02,-0.617626237415903,-4236.57999999996
2023,4,Abr,1820115,1820115 - CARTAO BANESCARD,116294.28,339741.92,192.139836972205,223447.64
2023,4,Abr,1820116,1820116 - TITULOS DESCONTADOS,877539.01,257614.89,-70.6434828464207,-619924.12
2023,4,Abr,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2023,4,Abr,1820118,1820118 - F. VEICULOS,0,0,0,0
2023,4,Abr,1820119,1820119 - F. BENS,388988.06,347405.58,-10.6899116646408,-41582.48
2023,4,Abr,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2023,4,Abr,1820121,1820121 - F. RURAIS,0,0,0,0
2023,4,Abr,1820122,1820122 - F. IMOBILIARIOS,11015331.91,10125079.02,-8.0819433973824,-890252.890000001
2023,4,Abr,1820123,1820123 - LEASING,0,0,0,0
2023,4,Abr,1820124,1820124 - CAMBIO,0,0,0,0
2023,4,Abr,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2023,4,Abr,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2023,4,Abr,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2023,4,Abr,1820129,1820129 - CARTAO BANESCARD VISA,0,757024.97,0,757024.97
2023,4,Abr,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1193028.88,1375499.46,15.2947328483783,182470.579999999
2023,4,Abr,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,633.07,2171.22,242.966812516783,1538.15
2023,4,Abr,1820202,1820202 - RENDAS CHEQUE CONFIANCA,19280.04,24125.23,25.1306013887938,4845.19
2023,4,Abr,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,19139.52,20697.98,8.14262844627243,1558.46
2023,4,Abr,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2023,4,Abr,1820205,1820205 - RENDAS CONTA GARANTIDA,25514.04,67372.43,164.06021939293,41858.39
2023,4,Abr,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,64760.21,95782.18,47.9028248981898,31021.97
2023,4,Abr,1820207,1820207 - RENDAS CONSIGNADO,424771.44,462052.13,8.776647036345,37280.69
2023,4,Abr,1820208,1820208 - RENDAS MICROCREDITO,3535.29,4864.86,37.6085130215626,1329.57
2023,4,Abr,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2023,4,Abr,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2023,4,Abr,1820211,1820211 - RENDAS CREDITO PESSOAL,148087.47,145993.9,-1.41373878559746,-2093.57000000001
2023,4,Abr,1820212,1820212 - RENDAS CAPITAL DE GIRO,330286.27,345148.1,4.49968144301001,14861.83
2023,4,Abr,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2023,4,Abr,1820214,1820214 - RENDAS CARTAO VISA,47312.58,38287.3,-19.0758567805856,-9025.28
2023,4,Abr,1820215,1820215 - RENDAS CARTAO BANESCARD,8250.37,25630.18,210.654916082551,17379.81
2023,4,Abr,1820216,1820216 - RENDAS TITULOS DESCONTADOS,18841.31,6032.34,-67.9834363958769,-12808.97
2023,4,Abr,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2023,4,Abr,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2023,4,Abr,1820219,1820219 - RENDAS F. BENS,5543.74,4160.85,-24.9450731816427,-1382.89
2023,4,Abr,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2023,4,Abr,1820222,1820222 - RENDAS F. IMOBILIARIOS,77073.53,75595.12,-1.91818124847792,-1478.41
2023,4,Abr,1820223,1820223 - RENDAS LEASING,0,0,0,0
2023,4,Abr,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2023,4,Abr,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2023,4,Abr,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2023,4,Abr,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,57585.64,0,57585.64
2023,5,Mai,18201,18201 - SALDO DA CARTEIRA DE CREDITO,78574251.616224,87644550.15,11.5436015580238,9070298.533776
2023,5,Mai,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,20074.256224,53223.6,165.13360896713,33149.343776
2023,5,Mai,1820102,1820102 - CHEQUE CONFIANCA,227211.68,419953.37,84.8291293827853,192741.69
2023,5,Mai,1820103,1820103 - CHEQUE ESPECIAL BANESTES,198463.61,260486.13,31.2513311634309,62022.52
2023,5,Mai,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2023,5,Mai,1820105,1820105 - CONTA GARANTIDA,1299368.41,2145043.88,65.0835793368257,845675.47
2023,5,Mai,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,4793867.58,4133191.27,-13.7816971156304,-660676.31
2023,5,Mai,1820107,1820107 - CONSIGNADO,32248101.14,34925709.93,8.30315179915737,2677608.79
2023,5,Mai,1820108,1820108 - MICROCREDITO,272091.3,355839.03,30.7792751918198,83747.73
2023,5,Mai,1820109,1820109 - VENDOR,0,0,0,0
2023,5,Mai,1820110,1820110 - COMPROR,0,0,0,0
2023,5,Mai,1820111,1820111 - CREDITO PESSOAL,4247661.35,4604268.89,8.39538538071074,356607.54
2023,5,Mai,1820112,1820112 - CAPITAL DE GIRO,22031126.03,27576155.96,25.169071805269,5545029.93
2023,5,Mai,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2023,5,Mai,1820114,1820114 - CARTAO VISA,630627.29,617900.07,-2.01818414804092,-12727.2200000001
2023,5,Mai,1820115,1820115 - CARTAO BANESCARD,94046.2,266789.4,183.679085385693,172743.2
2023,5,Mai,1820116,1820116 - TITULOS DESCONTADOS,879448.52,244341.4,-72.2165204166811,-635107.12
2023,5,Mai,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2023,5,Mai,1820118,1820118 - F. VEICULOS,0,0,0,0
2023,5,Mai,1820119,1820119 - F. BENS,392279.92,291445.51,-25.7047085152867,-100834.41
2023,5,Mai,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2023,5,Mai,1820121,1820121 - F. RURAIS,0,0,0,0
2023,5,Mai,1820122,1820122 - F. IMOBILIARIOS,11239884.33,10931636.69,-2.74244494827467,-308247.640000001
2023,5,Mai,1820123,1820123 - LEASING,0,0,0,0
2023,5,Mai,1820124,1820124 - CAMBIO,0,0,0,0
2023,5,Mai,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2023,5,Mai,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2023,5,Mai,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2023,5,Mai,1820129,1820129 - CARTAO BANESCARD VISA,0,818565.02,0,818565.02
2023,5,Mai,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1199723.74,1409107.89,17.4526970684101,209384.15
2023,5,Mai,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,640.21,559.9,-12.5443213945424,-80.3100000000001
2023,5,Mai,1820202,1820202 - RENDAS CHEQUE CONFIANCA,19355.84,25921.28,33.9196852216179,6565.44
2023,5,Mai,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,18825.18,12055.37,-35.9614622542786,-6769.81
2023,5,Mai,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2023,5,Mai,1820205,1820205 - RENDAS CONTA GARANTIDA,25471.19,65283.3,156.302512760495,39812.11
2023,5,Mai,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,66010.91,54578.63,-17.3187735178927,-11432.28
2023,5,Mai,1820207,1820207 - RENDAS CONSIGNADO,429712.78,485988.28,13.0960731491393,56275.5
2023,5,Mai,1820208,1820208 - RENDAS MICROCREDITO,3537.19,4036.05,14.103285376245,498.86
2023,5,Mai,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2023,5,Mai,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2023,5,Mai,1820211,1820211 - RENDAS CREDITO PESSOAL,148668.15,153325.96,3.1330247938109,4657.81
2023,5,Mai,1820212,1820212 - RENDAS CAPITAL DE GIRO,334217.43,378404.93,13.2211835869841,44187.5
2023,5,Mai,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2023,5,Mai,1820214,1820214 - RENDAS CARTAO VISA,43497.04,38833.53,-10.7214421946873,-4663.51
2023,5,Mai,1820215,1820215 - RENDAS CARTAO BANESCARD,6672.01,22201.32,232.753098391639,15529.31
2023,5,Mai,1820216,1820216 - RENDAS TITULOS DESCONTADOS,18882.31,11142.42,-40.9901648685992,-7739.89
2023,5,Mai,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2023,5,Mai,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2023,5,Mai,1820219,1820219 - RENDAS F. BENS,5588.79,4462.54,-20.1519470225219,-1126.25
2023,5,Mai,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2023,5,Mai,1820222,1820222 - RENDAS F. IMOBILIARIOS,78644.71,85837.63,9.14609514104636,7192.92
2023,5,Mai,1820223,1820223 - RENDAS LEASING,0,0,0,0
2023,5,Mai,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2023,5,Mai,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2023,5,Mai,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2023,5,Mai,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,66476.75,0,66476.75
2023,6,Jun,18201,18201 - SALDO DA CARTEIRA DE CREDITO,79198056.741392,89416383.56,12.9022443719474,10218326.818608
2023,6,Jun,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,20299.961392,58681.23,189.070648297517,38381.268608
2023,6,Jun,1820102,1820102 - CHEQUE CONFIANCA,222803.19,234068.79,5.05630103410997,11265.6
2023,6,Jun,1820103,1820103 - CHEQUE ESPECIAL BANESTES,200624.63,255679.9,27.4419297371414,55055.27
2023,6,Jun,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2023,6,Jun,1820105,1820105 - CONTA GARANTIDA,1306540.66,1723215.96,31.8914912299783,416675.3
2023,6,Jun,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,4861429.08,4159408.6,-14.4406195883454,-702020.48
2023,6,Jun,1820107,1820107 - CONSIGNADO,32559079.13,35706894.98,9.66801253018115,3147815.85
2023,6,Jun,1820108,1820108 - MICROCREDITO,273997.66,379892.88,38.6482205723947,105895.22
2023,6,Jun,1820109,1820109 - VENDOR,0,0,0,0
2023,6,Jun,1820110,1820110 - COMPROR,0,0,0,0
2023,6,Jun,1820111,1820111 - CREDITO PESSOAL,4278585.89,4647105.66,8.61312077107794,368519.770000001
2023,6,Jun,1820112,1820112 - CAPITAL DE GIRO,22051617.87,26863447.77,21.8207567733442,4811829.9
2023,6,Jun,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2023,6,Jun,1820114,1820114 - CARTAO VISA,604798.07,600114.42,-0.774415500366909,-4683.64999999991
2023,6,Jun,1820115,1820115 - CARTAO BANESCARD,76399.85,210015.49,174.889924522103,133615.64
2023,6,Jun,1820116,1820116 - TITULOS DESCONTADOS,883700.83,204179.91,-76.8949057114725,-679520.92
2023,6,Jun,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2023,6,Jun,1820118,1820118 - F. VEICULOS,0,0,0,0
2023,6,Jun,1820119,1820119 - F. BENS,395582.41,282046.68,-28.7009045725769,-113535.73
2023,6,Jun,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2023,6,Jun,1820121,1820121 - F. RURAIS,0,0,0,0
2023,6,Jun,1820122,1820122 - F. IMOBILIARIOS,11462597.51,13121263.62,14.4702464563811,1658666.11
2023,6,Jun,1820123,1820123 - LEASING,0,0,0,0
2023,6,Jun,1820124,1820124 - CAMBIO,0,0,0,0
2023,6,Jun,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2023,6,Jun,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2023,6,Jun,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2023,6,Jun,1820129,1820129 - CARTAO BANESCARD VISA,0,970367.67,0,970367.67
2023,6,Jun,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1207749.8,1410579.38,16.7940065069768,202829.579999999
2023,6,Jun,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,647.43,972.19,50.1614074108398,324.76
2023,6,Jun,1820202,1820202 - RENDAS CHEQUE CONFIANCA,18980.28,22541.2,18.7611563159237,3560.92
2023,6,Jun,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,18889.95,13586.02,-28.0780520858975,-5303.93
2023,6,Jun,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2023,6,Jun,1820205,1820205 - RENDAS CONTA GARANTIDA,25545.14,40536.83,58.6870535843609,14991.69
2023,6,Jun,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,66893.05,48732.14,-27.1491731951227,-18160.91
2023,6,Jun,1820207,1820207 - RENDAS CONSIGNADO,433856.63,481566.38,10.9966626532825,47709.75
2023,6,Jun,1820208,1820208 - RENDAS MICROCREDITO,3561.97,3892.49,9.27913486076526,330.52
2023,6,Jun,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2023,6,Jun,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2023,6,Jun,1820211,1820211 - RENDAS CREDITO PESSOAL,149750.51,146148.37,-2.40542753410323,-3602.14000000001
2023,6,Jun,1820212,1820212 - RENDAS CAPITAL DE GIRO,337678.63,423499.22,25.414871530366,85820.59
2023,6,Jun,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2023,6,Jun,1820214,1820214 - RENDAS CARTAO VISA,41715.49,41894.7,0.429600611187841,179.209999999999
2023,6,Jun,1820215,1820215 - RENDAS CARTAO BANESCARD,5420.1,16762.17,209.259423257873,11342.07
2023,6,Jun,1820216,1820216 - RENDAS TITULOS DESCONTADOS,18973.61,10175.38,-46.3708803965086,-8798.23
2023,6,Jun,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2023,6,Jun,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2023,6,Jun,1820219,1820219 - RENDAS F. BENS,5633.99,3762.66,-33.2150039314944,-1871.33
2023,6,Jun,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2023,6,Jun,1820222,1820222 - RENDAS F. IMOBILIARIOS,80203.02,90874.13,13.3051224255645,10671.11
2023,6,Jun,1820223,1820223 - RENDAS LEASING,0,0,0,0
2023,6,Jun,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2023,6,Jun,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2023,6,Jun,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2023,6,Jun,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,65635.5,0,65635.5
2023,7,Jul,18201,18201 - SALDO DA CARTEIRA DE CREDITO,79843034.874768,86825044.49,8.74466962106728,6982009.61523199
2023,7,Jul,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,20529.524768,51409.72,150.418461123532,30880.195232
2023,7,Jul,1820102,1820102 - CHEQUE CONFIANCA,226525.56,242926.41,7.24017634036531,16400.85
2023,7,Jul,1820103,1820103 - CHEQUE ESPECIAL BANESTES,202910.71,268733.13,32.4391058510416,65822.42
2023,7,Jul,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2023,7,Jul,1820105,1820105 - CONTA GARANTIDA,1311119.53,1848201.06,40.9635824736742,537081.53
2023,7,Jul,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,4933243.33,4259002.59,-13.6672913719827,-674240.74
2023,7,Jul,1820107,1820107 - CONSIGNADO,32876077.08,35854098.93,9.05832482006093,2978021.85
2023,7,Jul,1820108,1820108 - MICROCREDITO,274203.83,364904.61,33.0778676577931,90700.78
2023,7,Jul,1820109,1820109 - VENDOR,0,0,0,0
2023,7,Jul,1820110,1820110 - COMPROR,0,0,0,0
2023,7,Jul,1820111,1820111 - CREDITO PESSOAL,4312658.7,4695856.83,8.88542675542583,383198.13
2023,7,Jul,1820112,1820112 - CAPITAL DE GIRO,22056388.26,23769488.99,7.76691410128449,1713100.73
2023,7,Jul,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2023,7,Jul,1820114,1820114 - CARTAO VISA,580371.56,583608.18,0.557680669259542,3236.62
2023,7,Jul,1820115,1820115 - CARTAO BANESCARD,77896.36,170538.91,118.930525123382,92642.55
2023,7,Jul,1820116,1820116 - TITULOS DESCONTADOS,890206.95,154741.87,-82.6173149962489,-735465.08
2023,7,Jul,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2023,7,Jul,1820118,1820118 - F. VEICULOS,0,0,0,0
2023,7,Jul,1820119,1820119 - F. BENS,398885.31,272079.85,-31.7899548619627,-126805.46
2023,7,Jul,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2023,7,Jul,1820121,1820121 - F. RURAIS,0,0,0,0
2023,7,Jul,1820122,1820122 - F. IMOBILIARIOS,11682018.17,13348744.11,14.2674486184265,1666725.94
2023,7,Jul,1820123,1820123 - LEASING,0,0,0,0
2023,7,Jul,1820124,1820124 - CAMBIO,0,0,0,0
2023,7,Jul,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2023,7,Jul,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2023,7,Jul,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2023,7,Jul,1820129,1820129 - CARTAO BANESCARD VISA,0,940709.3,0,940709.3
2023,7,Jul,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1197907.32,1435578.33,19.840517378256,237671.01
2023,7,Jul,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,654.73,672.72,2.74769752417028,17.99
2023,7,Jul,1820202,1820202 - RENDAS CHEQUE CONFIANCA,19297.39,18922.3,-1.94373435993158,-375.09
2023,7,Jul,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,19045.37,10874.98,-42.8996128717898,-8170.39
2023,7,Jul,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2023,7,Jul,1820205,1820205 - RENDAS CONTA GARANTIDA,25611.1,45118.94,76.1694733923963,19507.84
2023,7,Jul,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,65600.47,58936.46,-10.1584790474824,-6664.01
2023,7,Jul,1820207,1820207 - RENDAS CONSIGNADO,438080.69,503615.02,14.9594199187369,65534.33
2023,7,Jul,1820208,1820208 - RENDAS MICROCREDITO,3564.65,4394.69,23.2853155288738,830.04
2023,7,Jul,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2023,7,Jul,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2023,7,Jul,1820211,1820211 - RENDAS CREDITO PESSOAL,150943.05,151505.12,0.372372229128803,562.070000000007
2023,7,Jul,1820212,1820212 - RENDAS CAPITAL DE GIRO,324176.42,397753.16,22.6965119794956,73576.74
2023,7,Jul,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2023,7,Jul,1820214,1820214 - RENDAS CARTAO VISA,40030.69,41494.86,3.65761869205852,1464.17
2023,7,Jul,1820215,1820215 - RENDAS CARTAO BANESCARD,5526.27,13083.18,136.745218746098,7556.91
2023,7,Jul,1820216,1820216 - RENDAS TITULOS DESCONTADOS,19113.3,3956.84,-79.2979757551025,-15156.46
2023,7,Jul,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2023,7,Jul,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2023,7,Jul,1820219,1820219 - RENDAS F. BENS,5679.18,3754.12,-33.8967949598358,-1925.06
2023,7,Jul,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2023,7,Jul,1820222,1820222 - RENDAS F. IMOBILIARIOS,80584.01,113014.27,40.2440384885289,32430.26
2023,7,Jul,1820223,1820223 - RENDAS LEASING,0,0,0,0
2023,7,Jul,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2023,7,Jul,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2023,7,Jul,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2023,7,Jul,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,68481.67,0,68481.67
2023,8,Ago,18201,18201 - SALDO DA CARTEIRA DE CREDITO,80500460.467248,88470189.05,9.90022732353755,7969728.58275202
2023,8,Ago,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,20761.017248,50294.24,142.253254738012,29533.222752
2023,8,Ago,1820102,1820102 - CHEQUE CONFIANCA,230378.6,226922.52,-1.50017406130605,-3456.08000000002
2023,8,Ago,1820103,1820103 - CHEQUE ESPECIAL BANESTES,204672.74,248062.83,21.1997406200748,43390.09
2023,8,Ago,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2023,8,Ago,1820105,1820105 - CONTA GARANTIDA,1314636.61,1857072.03,41.2612440482697,542435.42
2023,8,Ago,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,5002498.49,4341901.37,-13.2053437161557,-660597.12
2023,8,Ago,1820107,1820107 - CONSIGNADO,33188526.41,36382734.89,9.62443598893128,3194208.48
2023,8,Ago,1820108,1820108 - MICROCREDITO,276856.58,360437.16,30.1891253586965,83580.58
2023,8,Ago,1820109,1820109 - VENDOR,0,0,0,0
2023,8,Ago,1820110,1820110 - COMPROR,0,0,0,0
2023,8,Ago,1820111,1820111 - CREDITO PESSOAL,4318990.57,4712582.56,9.11305509055556,393591.989999999
2023,8,Ago,1820112,1820112 - CAPITAL DE GIRO,22144312.28,23080944.47,4.22967386910422,936632.189999998
2023,8,Ago,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2023,8,Ago,1820114,1820114 - CARTAO VISA,539895.36,569727.87,5.52560962924371,29832.51
2023,8,Ago,1820115,1820115 - CARTAO BANESCARD,57970.97,127160.12,119.351375352181,69189.15
2023,8,Ago,1820116,1820116 - TITULOS DESCONTADOS,896775.1,157274.59,-82.4622037342473,-739500.51
2023,8,Ago,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2023,8,Ago,1820118,1820118 - F. VEICULOS,0,0,0,0
2023,8,Ago,1820119,1820119 - F. BENS,402197.66,263313.14,-34.5314092578261,-138884.52
2023,8,Ago,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2023,8,Ago,1820121,1820121 - F. RURAIS,0,0,0,0
2023,8,Ago,1820122,1820122 - F. IMOBILIARIOS,11901988.08,15010249.5,26.1154808684702,3108261.42
2023,8,Ago,1820123,1820123 - LEASING,0,0,0,0
2023,8,Ago,1820124,1820124 - CAMBIO,0,0,0,0
2023,8,Ago,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2023,8,Ago,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2023,8,Ago,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2023,8,Ago,1820129,1820129 - CARTAO BANESCARD VISA,0,1081511.76,0,1081511.76
2023,8,Ago,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1204702.35,1453543.4,20.6558117862059,248841.05
