Ano,Mes,Mes_txt,Produto,Descricao,Orçado,Realizado,Var_pct,Var_rs
2021,12,Dez,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2021,12,Dez,1820222,1820222 - RENDAS F. IMOBILIARIOS,33317.73,36575.44,9.77770694462077,3257.71
2021,12,Dez,1820223,1820223 - RENDAS LEASING,0,0,0,0
2021,12,Dez,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2021,12,Dez,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2021,12,Dez,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2022,0,Total,18201,18201 - SALDO DA CARTEIRA DE CREDITO,880825596.230663,845270882.88,-4.03652136164222,-35554713.3506632
2022,0,Total,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,146064.460663,245401.99,68.0093767409936,99337.529337
2022,0,Total,1820102,1820102 - CHEQUE CONFIANCA,2490345.06,2586159.26,3.84742666945921,95814.1999999997
2022,0,Total,1820103,1820103 - CHEQUE ESPECIAL BANESTES,2060695.8,2089969.05,1.420551737913,29273.25
2022,0,Total,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2022,0,Total,1820105,1820105 - CONTA GARANTIDA,7370804.21,13611341.2,84.6656187330745,6240536.99
2022,0,Total,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,47035643.43,46268984.94,-1.62995216838263,-766658.490000009
2022,0,Total,1820107,1820107 - CONSIGNADO,370913618.91,340149898.49,-8.29403905696562,-30763720.42
2022,0,Total,1820108,1820108 - MICROCREDITO,4982130.33,4041982.94,-18.8703893260055,-940147.390000001
2022,0,Total,1820109,1820109 - VENDOR,0,0,0,0
2022,0,Total,1820110,1820110 - COMPROR,0,0,0,0
2022,0,Total,1820111,1820111 - CREDITO PESSOAL,45267479.44,43723024.21,-3.41184278229384,-1544455.22999999
2022,0,Total,1820112,1820112 - CAPITAL DE GIRO,268761813.67,275565599.72,2.53153004033304,6803786.04999995
2022,0,Total,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2022,0,Total,1820114,1820114 - CARTAO VISA,7785304.79,7147172.31,-8.19662809887243,-638132.480000001
2022,0,Total,1820115,1820115 - CARTAO BANESCARD,6823378.08,6396993.76,-6.24887431124144,-426384.319999999
2022,0,Total,1820116,1820116 - TITULOS DESCONTADOS,15126696.8,5654957.87,-62.6160427172706,-9471738.93
2022,0,Total,1820117,1820117 - F. PARA INVESTIMENTOS,7564.32,2120.73,-71.9640364236309,-5443.59
2022,0,Total,1820118,1820118 - F. VEICULOS,0,0,0,0
2022,0,Total,1820119,1820119 - F. BENS,7260320.12,4383136.14,-39.628885950555,-2877183.98
2022,0,Total,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2022,0,Total,1820121,1820121 - F. RURAIS,0,0,0,0
2022,0,Total,1820122,1820122 - F. IMOBILIARIOS,94793736.81,93136106.11,-1.74867112088057,-1657630.7
2022,0,Total,1820123,1820123 - LEASING,0,0,0,0
2022,0,Total,1820124,1820124 - CAMBIO,0,0,0,0
2022,0,Total,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2022,0,Total,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2022,0,Total,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2022,0,Total,1820129,1820129 - CARTAO BANESCARD VISA,0,268034.16,0,268034.16
2022,0,Total,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,13853500.79,13651215.88,-1.46017178665785,-202284.910000002
2022,0,Total,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,4999.31,7277.74,45.5748893347282,2278.43
2022,0,Total,1820202,1820202 - RENDAS CHEQUE CONFIANCA,232248.35,220135.76,-5.2153610563864,-12112.59
2022,0,Total,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,157609.41,167542.68,6.30245998636752,9933.26999999993
2022,0,Total,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2022,0,Total,1820205,1820205 - RENDAS CONTA GARANTIDA,149291.48,419563.54,181.036493174292,270272.06
2022,0,Total,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,712623.83,663970.07,-6.82741131460618,-48653.7599999999
2022,0,Total,1820207,1820207 - RENDAS CONSIGNADO,4535978.96,4446349.88,-1.9759589008323,-89629.0800000001
2022,0,Total,1820208,1820208 - RENDAS MICROCREDITO,29922.16,27035.4,-9.64756555008059,-2886.75999999999
2022,0,Total,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2022,0,Total,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2022,0,Total,1820211,1820211 - RENDAS CREDITO PESSOAL,1515683.52,1375744.64,-9.23272425631439,-139938.88
2022,0,Total,1820212,1820212 - RENDAS CAPITAL DE GIRO,4306774.29,4301640.74,-0.119197098671286,-5133.55000000075
2022,0,Total,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2022,0,Total,1820214,1820214 - RENDAS CARTAO VISA,463591.32,503129.95,8.52876839885612,39538.63
2022,0,Total,1820215,1820215 - RENDAS CARTAO BANESCARD,552469.34,547523.01,-0.895313032212786,-4946.32999999996
2022,0,Total,1820216,1820216 - RENDAS TITULOS DESCONTADOS,513448.27,180930.78,-64.7616341174935,-332517.49
2022,0,Total,1820217,1820217 - RENDAS F. INVESTIMENTO,54.66,0,-100,-54.66
2022,0,Total,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2022,0,Total,1820219,1820219 - RENDAS F. BENS,91003.8,58529.84,-35.6841802210457,-32473.96
2022,0,Total,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2022,0,Total,1820222,1820222 - RENDAS F. IMOBILIARIOS,587802.09,694935.55,18.2261107645943,107133.46
2022,0,Total,1820223,1820223 - RENDAS LEASING,0,0,0,0
2022,0,Total,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2022,0,Total,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2022,0,Total,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2022,0,Total,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,36906.3,0,36906.3
2022,1,Jan,18201,18201 - SALDO DA CARTEIRA DE CREDITO,66339274.052656,63692265.77,-3.9901073993589,-2647008.28265601
2022,1,Jan,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,11288.192656,11707.8,3.7172234456591,419.607344
2022,1,Jan,1820102,1820102 - CHEQUE CONFIANCA,186781.21,200023.24,7.0895942905606,13242.03
2022,1,Jan,1820103,1820103 - CHEQUE ESPECIAL BANESTES,145588.12,177988.25,22.2546523713611,32400.13
2022,1,Jan,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2022,1,Jan,1820105,1820105 - CONTA GARANTIDA,593340.78,600998.85,1.29066975642562,7658.06999999995
2022,1,Jan,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,3932075.08,3893323.97,-0.985512972453206,-38751.1099999999
2022,1,Jan,1820107,1820107 - CONSIGNADO,26924413.77,24477993.53,-9.08625257693029,-2446420.24
2022,1,Jan,1820108,1820108 - MICROCREDITO,402409.28,395355.9,-1.75278760966944,-7053.38000000001
2022,1,Jan,1820109,1820109 - VENDOR,0,0,0,0
2022,1,Jan,1820110,1820110 - COMPROR,0,0,0,0
2022,1,Jan,1820111,1820111 - CREDITO PESSOAL,3550571.74,3002634.34,-15.4323709003553,-547937.4
2022,1,Jan,1820112,1820112 - CAPITAL DE GIRO,21655944.99,23039698.11,6.3897147902757,1383753.12
2022,1,Jan,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2022,1,Jan,1820114,1820114 - CARTAO VISA,615609.54,593016.94,-3.66995612186258,-22592.6000000001
2022,1,Jan,1820115,1820115 - CARTAO BANESCARD,533066.56,544385.5,2.12336335635084,11318.9399999999
2022,1,Jan,1820116,1820116 - TITULOS DESCONTADOS,1183260.37,616869.32,-47.8669838321383,-566391.05
2022,1,Jan,1820117,1820117 - F. PARA INVESTIMENTOS,4934.99,2120.73,-57.0266606416629,-2814.26
2022,1,Jan,1820118,1820118 - F. VEICULOS,0,0,0,0
2022,1,Jan,1820119,1820119 - F. BENS,578979.64,397969.42,-31.2636589431711,-181010.22
2022,1,Jan,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2022,1,Jan,1820121,1820121 - F. RURAIS,0,0,0,0
2022,1,Jan,1820122,1820122 - F. IMOBILIARIOS,6021009.79,5738179.87,-4.6973834932097,-282829.92
2022,1,Jan,1820123,1820123 - LEASING,0,0,0,0
2022,1,Jan,1820124,1820124 - CAMBIO,0,0,0,0
2022,1,Jan,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2022,1,Jan,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2022,1,Jan,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2022,1,Jan,1820129,1820129 - CARTAO BANESCARD VISA,0,0,0,0
2022,1,Jan,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1148756.82,970209.3,-15.5426733396891,-178547.52
2022,1,Jan,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,386.36,455.31,17.8460503157677,68.95
2022,1,Jan,1820202,1820202 - RENDAS CHEQUE CONFIANCA,19971.36,17864.49,-10.5494568221693,-2106.87
2022,1,Jan,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,13286.47,15948.08,20.0324841737497,2661.61
2022,1,Jan,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2022,1,Jan,1820205,1820205 - RENDAS CONTA GARANTIDA,13913.96,17205.27,23.6547323695052,3291.31
2022,1,Jan,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,61782.93,44023.96,-28.744136932321,-17758.97
2022,1,Jan,1820207,1820207 - RENDAS CONSIGNADO,370589.48,311495.23,-15.9460139019597,-59094.25
2022,1,Jan,1820208,1820208 - RENDAS MICROCREDITO,2416.83,1868.92,-22.6706057107864,-547.91
2022,1,Jan,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2022,1,Jan,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2022,1,Jan,1820211,1820211 - RENDAS CREDITO PESSOAL,120927.36,102855.79,-14.944153250348,-18071.57
2022,1,Jan,1820212,1820212 - RENDAS CAPITAL DE GIRO,370382.59,312116.82,-15.7312388792357,-58265.77
2022,1,Jan,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2022,1,Jan,1820214,1820214 - RENDAS CARTAO VISA,36657.68,39952.53,8.98815746113775,3294.85
2022,1,Jan,1820215,1820215 - RENDAS CARTAO BANESCARD,43160.87,45558.25,5.55452195472426,2397.38
2022,1,Jan,1820216,1820216 - RENDAS TITULOS DESCONTADOS,49239.69,16748.16,-65.9864633591316,-32491.53
2022,1,Jan,1820217,1820217 - RENDAS F. INVESTIMENTO,32.31,0,-100,-32.31
2022,1,Jan,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2022,1,Jan,1820219,1820219 - RENDAS F. BENS,8673.53,4991.37,-42.4528421530796,-3682.16
2022,1,Jan,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2022,1,Jan,1820222,1820222 - RENDAS F. IMOBILIARIOS,37335.4,39125.12,4.79362749562078,1789.72
2022,1,Jan,1820223,1820223 - RENDAS LEASING,0,0,0,0
2022,1,Jan,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2022,1,Jan,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2022,1,Jan,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2022,1,Jan,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,0,0,0
2022,2,Fev,18201,18201 - SALDO DA CARTEIRA DE CREDITO,67563287.632561,64129477.39,-5.08236109118251,-3433810.242561
2022,2,Fev,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,11442.202561,15560.76,35.9944461483127,4118.557439
2022,2,Fev,1820102,1820102 - CHEQUE CONFIANCA,190680.37,264643.75,38.7891947136457,73963.38
2022,2,Fev,1820103,1820103 - CHEQUE ESPECIAL BANESTES,150609.02,184588.51,22.5613910773737,33979.49
2022,2,Fev,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2022,2,Fev,1820105,1820105 - CONTA GARANTIDA,597441.03,702705.01,17.6191414238825,105263.98
2022,2,Fev,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,3935790.74,3890839.11,-1.14212449211668,-44951.6300000004
2022,2,Fev,1820107,1820107 - CONSIGNADO,27623894.7,24772931.25,-10.3206426210421,-2850963.45
2022,2,Fev,1820108,1820108 - MICROCREDITO,398210.6,372916.54,-6.35193036046755,-25294.06
2022,2,Fev,1820109,1820109 - VENDOR,0,0,0,0
2022,2,Fev,1820110,1820110 - COMPROR,0,0,0,0
2022,2,Fev,1820111,1820111 - CREDITO PESSOAL,3588989.08,3127265.71,-12.8649979063185,-461723.37
2022,2,Fev,1820112,1820112 - CAPITAL DE GIRO,21779080.35,22802636.11,4.69971983918043,1023555.76
2022,2,Fev,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2022,2,Fev,1820114,1820114 - CARTAO VISA,621450.93,616423.48,-0.808985835776299,-5027.45000000007
2022,2,Fev,1820115,1820115 - CARTAO BANESCARD,535238.33,574125.26,7.26534850372171,38886.9300000001
2022,2,Fev,1820116,1820116 - TITULOS DESCONTADOS,1199566.02,674778.79,-43.7480906636552,-524787.23
2022,2,Fev,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2022,2,Fev,1820118,1820118 - F. VEICULOS,0,0,0,0
2022,2,Fev,1820119,1820119 - F. BENS,583393,391733.57,-32.8525419399958,-191659.43
2022,2,Fev,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2022,2,Fev,1820121,1820121 - F. RURAIS,0,0,0,0
2022,2,Fev,1820122,1820122 - F. IMOBILIARIOS,6347501.26,5738329.54,-9.59703188778886,-609171.72
2022,2,Fev,1820123,1820123 - LEASING,0,0,0,0
2022,2,Fev,1820124,1820124 - CAMBIO,0,0,0,0
2022,2,Fev,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2022,2,Fev,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2022,2,Fev,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2022,2,Fev,1820129,1820129 - CARTAO BANESCARD VISA,0,0,0,0
2022,2,Fev,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1064667.37,922776.03,-13.3272930117131,-141891.34
2022,2,Fev,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,391.61,756.89,93.276474043053,365.28
2022,2,Fev,1820202,1820202 - RENDAS CHEQUE CONFIANCA,20017.81,17596.74,-12.0945797767088,-2421.07
2022,2,Fev,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,13885.39,17788.56,28.1099054473803,3903.17
2022,2,Fev,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2022,2,Fev,1820205,1820205 - RENDAS CONTA GARANTIDA,14122.97,23788.76,68.4402076900256,9665.79
2022,2,Fev,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,60363.86,47432,-21.4231826791726,-12931.86
2022,2,Fev,1820207,1820207 - RENDAS CONSIGNADO,343373.61,286147.45,-16.665858509045,-57226.16
2022,2,Fev,1820208,1820208 - RENDAS MICROCREDITO,2391.61,1824.45,-23.7145688469274,-567.16
2022,2,Fev,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2022,2,Fev,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2022,2,Fev,1820211,1820211 - RENDAS CREDITO PESSOAL,108198.16,91484.22,-15.4475270189438,-16713.94
2022,2,Fev,1820212,1820212 - RENDAS CAPITAL DE GIRO,330329.59,295273.03,-10.6126005847675,-35056.56
2022,2,Fev,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2022,2,Fev,1820214,1820214 - RENDAS CARTAO VISA,37005.52,39635.72,7.10758827331708,2630.2
2022,2,Fev,1820215,1820215 - RENDAS CARTAO BANESCARD,43336.71,39802.07,-8.15622598023707,-3534.64
2022,2,Fev,1820216,1820216 - RENDAS TITULOS DESCONTADOS,44156.55,19051.83,-56.8538982325386,-25104.72
2022,2,Fev,1820217,1820217 - RENDAS F. INVESTIMENTO,16.16,0,-100,-16.16
2022,2,Fev,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2022,2,Fev,1820219,1820219 - RENDAS F. BENS,7717.89,4316.81,-44.067484765914,-3401.08
2022,2,Fev,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2022,2,Fev,1820222,1820222 - RENDAS F. IMOBILIARIOS,39359.93,37877.5,-3.76634308038658,-1482.43
2022,2,Fev,1820223,1820223 - RENDAS LEASING,0,0,0,0
2022,2,Fev,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2022,2,Fev,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2022,2,Fev,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2022,2,Fev,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,0,0,0
2022,3,Mar,18201,18201 - SALDO DA CARTEIRA DE CREDITO,68817021.169227,65203790.55,-5.25048971582445,-3613230.619227
2022,3,Mar,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,11597.679227,17141.55,47.8015529183941,5543.870773
2022,3,Mar,1820102,1820102 - CHEQUE CONFIANCA,194561.68,194354.44,-0.106516349982166,-207.239999999991
2022,3,Mar,1820103,1820103 - CHEQUE ESPECIAL BANESTES,155663,204882.39,31.6191965977785,49219.39
2022,3,Mar,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2022,3,Mar,1820105,1820105 - CONTA GARANTIDA,601389.09,996810.32,65.7513141783134,395421.23
2022,3,Mar,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,3935619.08,3860481.62,-1.90916494896147,-75137.46
2022,3,Mar,1820107,1820107 - CONSIGNADO,28337400.31,25675964.45,-9.39195491077142,-2661435.86
2022,3,Mar,1820108,1820108 - MICROCREDITO,397977.59,348036.21,-12.5487920061027,-49941.38
2022,3,Mar,1820109,1820109 - VENDOR,0,0,0,0
2022,3,Mar,1820110,1820110 - COMPROR,0,0,0,0
2022,3,Mar,1820111,1820111 - CREDITO PESSOAL,3628567.65,2929465.86,-19.2666048268385,-699101.79
2022,3,Mar,1820112,1820112 - CAPITAL DE GIRO,21906058.48,22047102.36,0.64385786301433,141043.879999999
2022,3,Mar,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2022,3,Mar,1820114,1820114 - CARTAO VISA,627347.75,633759.48,1.02203761789215,6411.72999999998
2022,3,Mar,1820115,1820115 - CARTAO BANESCARD,537418.96,577017.02,7.36819184793929,39598.0600000001
2022,3,Mar,1820116,1820116 - TITULOS DESCONTADOS,1214963.92,690877.84,-43.1359377322085,-524086.08
2022,3,Mar,1820117,1820117 - F. PARA INVESTIMENTOS,48,0,-100,-48
2022,3,Mar,1820118,1820118 - F. VEICULOS,0,0,0,0
2022,3,Mar,1820119,1820119 - F. BENS,588184.49,300194.16,-48.9625848515659,-287990.33
2022,3,Mar,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2022,3,Mar,1820121,1820121 - F. RURAIS,0,0,0,0
2022,3,Mar,1820122,1820122 - F. IMOBILIARIOS,6680223.49,6727702.85,0.710745083170861,47479.3599999994
2022,3,Mar,1820123,1820123 - LEASING,0,0,0,0
2022,3,Mar,1820124,1820124 - CAMBIO,0,0,0,0
2022,3,Mar,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2022,3,Mar,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2022,3,Mar,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2022,3,Mar,1820129,1820129 - CARTAO BANESCARD VISA,0,0,0,0
2022,3,Mar,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1173189.6,1066448.07,-9.09840404313165,-106741.53
2022,3,Mar,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,396.94,493.67,24.3689222552527,96.73
2022,3,Mar,1820202,1820202 - RENDAS CHEQUE CONFIANCA,20714.48,19151.86,-7.54361200474257,-1562.62
2022,3,Mar,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,14547.35,18361.74,26.2205143892187,3814.39
2022,3,Mar,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2022,3,Mar,1820205,1820205 - RENDAS CONTA GARANTIDA,14555.92,30860.68,112.014630473374,16304.76
2022,3,Mar,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,59942.88,49652.05,-17.1677270094463,-10290.83
2022,3,Mar,1820207,1820207 - RENDAS CONSIGNADO,377847.05,331948.68,-12.1473411000562,-45898.37
2022,3,Mar,1820208,1820208 - RENDAS MICROCREDITO,2390.21,1905.28,-20.2881755159588,-484.93
2022,3,Mar,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2022,3,Mar,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2022,3,Mar,1820211,1820211 - RENDAS CREDITO PESSOAL,131535.02,102490.13,-22.0814882606928,-29044.89
2022,3,Mar,1820212,1820212 - RENDAS CAPITAL DE GIRO,372535.98,338029.18,-9.26267578234994,-34506.8
2022,3,Mar,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2022,3,Mar,1820214,1820214 - RENDAS CARTAO VISA,37356.66,47112.87,26.1163872787342,9756.21
2022,3,Mar,1820215,1820215 - RENDAS CARTAO BANESCARD,43513.27,55502.81,27.5537554405817,11989.54
2022,3,Mar,1820216,1820216 - RENDAS TITULOS DESCONTADOS,47648,21277.3,-55.3448203492277,-26370.7
2022,3,Mar,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2022,3,Mar,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2022,3,Mar,1820219,1820219 - RENDAS F. BENS,8782.75,4370.16,-50.2415530443198,-4412.59
2022,3,Mar,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2022,3,Mar,1820222,1820222 - RENDAS F. IMOBILIARIOS,41423.09,45291.66,9.33916325411748,3868.57000000001
2022,3,Mar,1820223,1820223 - RENDAS LEASING,0,0,0,0
2022,3,Mar,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2022,3,Mar,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2022,3,Mar,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2022,3,Mar,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,0,0,0,0
2022,4,Abr,18201,18201 - SALDO DA CARTEIRA DE CREDITO,70083532.592654,66334519.23,-5.34934987430552,-3749013.36265401
2022,4,Abr,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,11754.622654,20466.12,74.1112462936915,8711.497346
2022,4,Abr,1820102,1820102 - CHEQUE CONFIANCA,198442.99,187897.92,-5.31390400840058,-10545.07
2022,4,Abr,1820103,1820103 - CHEQUE ESPECIAL BANESTES,160711.46,209828.79,30.5624315776859,49117.33
2022,4,Abr,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2022,4,Abr,1820105,1820105 - CONTA GARANTIDA,605399.8,1182545.12,95.3329221450024,577145.32
2022,4,Abr,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,3940834.1,3686222.49,-6.46085583760047,-254611.61
2022,4,Abr,1820107,1820107 - CONSIGNADO,29055288.63,26614839.92,-8.39932702468562,-2440448.71
2022,4,Abr,1820108,1820108 - MICROCREDITO,394193.97,341667.98,-13.3249095616557,-52525.99
2022,4,Abr,1820109,1820109 - VENDOR,0,0,0,0
2022,4,Abr,1820110,1820110 - COMPROR,0,0,0,0
2022,4,Abr,1820111,1820111 - CREDITO PESSOAL,3669017.14,3102674.85,-15.4358038785286,-566342.29
2022,4,Abr,1820112,1820112 - CAPITAL DE GIRO,22036545.22,21589489.15,-2.02870307272239,-447056.07
2022,4,Abr,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2022,4,Abr,1820114,1820114 - CARTAO VISA,633300.53,592145.73,-6.49846290196536,-41154.8000000001
2022,4,Abr,1820115,1820115 - CARTAO BANESCARD,539608.47,563474.91,4.42291797235874,23866.4400000001
2022,4,Abr,1820116,1820116 - TITULOS DESCONTADOS,1229487.7,576833.4,-53.0834346695782,-652654.3
2022,4,Abr,1820117,1820117 - F. PARA INVESTIMENTOS,96,0,-100,-96
2022,4,Abr,1820118,1820118 - F. VEICULOS,0,0,0,0
2022,4,Abr,1820119,1820119 - F. BENS,592998.56,293551.53,-50.4970922694989,-299447.03
2022,4,Abr,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2022,4,Abr,1820121,1820121 - F. RURAIS,0,0,0,0
2022,4,Abr,1820122,1820122 - F. IMOBILIARIOS,7015853.4,7372881.32,5.08887372133517,357027.92
2022,4,Abr,1820123,1820123 - LEASING,0,0,0,0
2022,4,Abr,1820124,1820124 - CAMBIO,0,0,0,0
2022,4,Abr,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2022,4,Abr,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2022,4,Abr,1820128,1820128 - OUTROS CREDITOS,0,0,0,0
2022,4,Abr,1820129,1820129 - CARTAO BANESCARD VISA,0,0,0,0
2022,4,Abr,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1131629.2,1014326.03,-10.365866310272,-117303.17
2022,4,Abr,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,402.34,693.62,72.3964805885569,291.28
2022,4,Abr,1820202,1820202 - RENDAS CHEQUE CONFIANCA,20041.03,16514.77,-17.5952034401425,-3526.26
2022,4,Abr,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,14027.24,16439.61,17.1977523732395,2412.37
2022,4,Abr,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2022,4,Abr,1820205,1820205 - RENDAS CONTA GARANTIDA,12854,28944.32,125.17753228567,16090.32
2022,4,Abr,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,59628.92,46118.94,-22.6567578282484,-13509.98
2022,4,Abr,1820207,1820207 - RENDAS CONSIGNADO,370135.88,336837.83,-8.99616919062264,-33298.05
2022,4,Abr,1820208,1820208 - RENDAS MICROCREDITO,2367.49,1808.58,-23.6077026724506,-558.91
2022,4,Abr,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2022,4,Abr,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2022,4,Abr,1820211,1820211 - RENDAS CREDITO PESSOAL,118351.21,96641.21,-18.3437076815691,-21710
2022,4,Abr,1820212,1820212 - RENDAS CAPITAL DE GIRO,355739.56,308174.86,-13.3706523952523,-47564.7
2022,4,Abr,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2022,4,Abr,1820214,1820214 - RENDAS CARTAO VISA,37711.13,40936.48,8.55278004133,3225.35000000001
2022,4,Abr,1820215,1820215 - RENDAS CARTAO BANESCARD,43690.55,47434.58,8.56942748489089,3744.03
2022,4,Abr,1820216,1820216 - RENDAS TITULOS DESCONTADOS,45594.2,23238.58,-49.0317189467081,-22355.62
2022,4,Abr,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
